"","Order","Suborders","Superfamily","Family","OTOL node ID","GenbankTaxonID","GenBank ""Taxonomy""  value (# species in genbank taxonomy)","GenBank ""sp."" (# sp. listed in genbank taxonomy)","GenBank ""spp.""","CoL (or other) number of Species descibed (not # estimated to be known to taxonomists)","% of species in NCBI sequenced","X12","X13","X14","X15","taxon"
"264","Hexapoda: Hemiptera","Heteroptera",NA,"Stenocephalidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Stenocephalidae"
"265","Hexapoda: Hemiptera","Heteroptera",NA,"Termitaphididae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Termitaphididae"
"266","Hexapoda: Hemiptera","Heteroptera",NA,"Tessaratomidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Tessaratomidae"
"267","Hexapoda: Hemiptera","Heteroptera",NA,"Thaumastellidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Thaumastellidae"
"268","Hexapoda: Hemiptera","Heteroptera",NA,"Thaumastocoridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Thaumastocoridae"
"269","Hexapoda: Hemiptera","Heteroptera",NA,"Thyreocoridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Thyreocoridae"
"270","Hexapoda: Hemiptera","Heteroptera",NA,"Tingidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Tingidae"
"271","Hexapoda: Hemiptera","Heteroptera",NA,"Urostylididae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Urostylididae"
"272","Hexapoda: Hemiptera","Heteroptera",NA,"Veliidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Veliidae"
"273","Hexapoda: Hemiptera","Heteroptera",NA,"Velocipedidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Velocipedidae"
"280","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Dipseudopsidae","ott162352","177948",27,6,0,NA,"#DIV/0!",NA,NA,NA,NA,"Dipseudopsidae"
"281","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Ecnomidae","ott814395","177955",234,147,0,NA,"#DIV/0!",NA,NA,NA,NA,"Ecnomidae"
"282","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Hydropsychidae","ott313723","41030",1638,962,0,NA,"#DIV/0!",NA,NA,NA,NA,"Hydropsychidae"
"283","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Polycentropodidae","ott681020","161768",338,152,0,NA,"#DIV/0!",NA,NA,NA,NA,"Polycentropodidae"
"284","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Psychomyiidae","ott325828","177913",103,36,0,NA,"#DIV/0!",NA,NA,NA,NA,"Psychomyiidae"
"285","Hexapoda: Trichoptera","Annulipalpia","Hydropsychoidea","Xiphocentronidae","ott111313","177961",75,66,0,NA,"#DIV/0!",NA,NA,NA,NA,"Xiphocentronidae"
"286","Hexapoda: Trichoptera","Annulipalpia","Philopotamoidea","Philopotamidae","ott524302","93876",558,270,0,NA,"#DIV/0!",NA,NA,NA,NA,"Philopotamidae"
"287","Hexapoda: Trichoptera","Annulipalpia","Philopotamoidea","Stenopsychidae","ott213422","177924",51,25,0,NA,"#DIV/0!",NA,NA,NA,NA,"Stenopsychidae"
"288","Hexapoda: Trichoptera","Integripalpia","Hydroptiloidea","Glossosomatidae","ott501518","177617",270,118,0,NA,"#DIV/0!",NA,NA,NA,NA,"Glossosomatidae"
"289","Hexapoda: Trichoptera","Integripalpia","Hydroptiloidea","Hydroptilidae","ott647454","57995",672,411,0,NA,"#DIV/0!",NA,NA,NA,NA,"Hydroptilidae"
"290","Hexapoda: Trichoptera","Integripalpia","Hydroptiloidea","Ptilocolepidae","ott351534","177601",9,2,0,NA,"#DIV/0!",NA,NA,NA,NA,"Ptilocolepidae"
"291","Hexapoda: Trichoptera","Integripalpia","Rhyacophiloidea","Hydrobiosidae","ott199991","177634",369,138,0,NA,"#DIV/0!",NA,NA,NA,NA,"Hydrobiosidae"
"292","Hexapoda: Trichoptera","Integripalpia","Rhyacophiloidea","Rhyacophilidae","ott200015","177631",233,65,0,NA,"#DIV/0!",NA,NA,NA,NA,"Rhyacophilidae"
"293","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Atriplectididae","ott183542","177847",4,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Atriplectididae"
"294","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Calamoceratidae","ott909823","177837",110,64,0,NA,"#DIV/0!",NA,NA,NA,NA,"Calamoceratidae"
"295","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Molannidae","ott909824","177834",24,5,0,NA,"#DIV/0!",NA,NA,NA,NA,"Molannidae"
"296","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Leptoceridae","ott318731","50642",794,362,0,NA,"#DIV/0!",NA,NA,NA,NA,"Leptoceridae"
"297","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Limnocentropodidae","ott171603","177762",6,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Limnocentropodidae"
"298","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Odontoceridae","ott16935","177786",90,53,0,NA,"#DIV/0!",NA,NA,NA,NA,"Odontoceridae"
"299","Hexapoda: Trichoptera","Integripalpia","Leptoceroidea","Philorheithridae","ott757910","177850",107,73,0,NA,"#DIV/0!",NA,NA,NA,NA,"Philorheithridae"
"300","Hexapoda: Trichoptera","Integripalpia","Limnephiloidea","Apataniidae","ott919159","177653",113,34,0,NA,"#DIV/0!",NA,NA,NA,NA,"Apataniidae"
"301","Hexapoda: Trichoptera","Integripalpia","Limnephiloidea","Goeridae","ott38008","177681",58,9,0,NA,"#DIV/0!",NA,NA,NA,NA,"Goeridae"
"302","Hexapoda: Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","ott808228","50645",870,346,1,NA,"#DIV/0!",NA,NA,NA,NA,"Limnephilidae"
"303","Hexapoda: Trichoptera","Integripalpia","Limnephiloidea","Rossianidae","ott3030185","N/A",0,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Rossianidae"
"304","Hexapoda: Trichoptera","Integripalpia","Limnephiloidea","Uenoidae","ott293840","177660",74,23,0,NA,"#DIV/0!",NA,NA,NA,NA,"Uenoidae"
"305","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Brachycentridae","ott313714","41034",157,104,0,NA,"#DIV/0!",NA,NA,NA,NA,"Brachycentridae"
"306","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Kokiriidae","ott757909","177857",13,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Kokiriidae"
"307","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Lepidostomatidae","ott704532","158437",160,77,0,NA,"#DIV/0!",NA,NA,NA,NA,"Lepidostomatidae"
"308","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Oeconesidae","ott641953","177759",25,2,0,NA,"#DIV/0!",NA,NA,NA,NA,"Oeconesidae"
"309","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Phryganeidae","ott38013","177685",84,14,0,NA,"#DIV/0!",NA,NA,NA,NA,"Phryganeidae"
"310","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Phryganopsychidae","ott919160","177650",3,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Phryganopsychidae"
"311","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Pisuliidae","ott222293","177703",10,4,0,NA,"#DIV/0!",NA,NA,NA,NA,"Pisuliidae"
"312","Hexapoda: Trichoptera","Integripalpia","Phryganeoidea","Plectrotarsidae","ott222296","177706",6,2,0,NA,"#DIV/0!",NA,NA,NA,NA,"Plectrotarsidae"
"313","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Anomalopsychidae","ott687444","177791",9,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Anomalopsychidae"
"314","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Antipodoeciidae","ott3028383","1432044",12,9,0,NA,"#DIV/0!",NA,NA,NA,NA,"Antipodoeciidae"
"315","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Barbarochthonidae","ott694464","177770",5,2,0,NA,"#DIV/0!",NA,NA,NA,NA,"Barbarochthonidae"
"316","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Beraeidae","ott1047464","177794",12,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Beraeidae"
"317","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Calocidae","ott285255","177804",141,118,0,NA,"#DIV/0!",NA,NA,NA,NA,"Calocidae"
"318","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Chathamiidae","ott860067","177816",7,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Chathamiidae"
"319","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Conoesucidae","ott285252","177807",229,184,0,NA,"#DIV/0!",NA,NA,NA,NA,"Conoesucidae"
"320","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Helicophidae","ott694473","177776",65,26,0,NA,"#DIV/0!",NA,NA,NA,NA,"Helicophidae"
"321","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Helicopsychidae","ott1047496","177799",111,69,0,NA,"#DIV/0!",NA,NA,NA,NA,"Helicopsychidae"
"322","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Hydrosalpingidae","ott694466","177773",3,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Hydrosalpingidae"
"323","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Petrothrincidae","ott171607","177766",7,0,0,NA,"#DIV/0!",NA,NA,NA,NA,"Petrothrincidae"
"324","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Sericostomatidae","ott16930","177781",176,130,0,NA,"#DIV/0!",NA,NA,NA,NA,"Sericostomatidae"
"325","Hexapoda: Trichoptera","Integripalpia","Sericostomatoidea","Tasimiidae","ott910069","177820",26,17,0,NA,"#DIV/0!",NA,NA,NA,NA,"Tasimiidae"
"329","Hexapoda: Diptera","Nematocera: Tipulomorpha","Tipuloidea","Cylindrotomidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Cylindrotomidae"
"330","Hexapoda: Diptera","Nematocera: Tipulomorpha","Tipuloidea","Limoniidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Limoniidae"
"331","Hexapoda: Diptera","Nematocera: Tipulomorpha","Tipuloidea","Pediciidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Pediciidae"
"332","Hexapoda: Diptera","Nematocera: Tipulomorpha","Tipuloidea","Tipulidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Tipulidae"
"333","Hexapoda: Diptera","Nematocera: Tipulomorpha","Trichoceroidea","Trichoceridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Trichoceridae"
"334","Hexapoda: Diptera","Nematocera: Ptychopteromorpha",NA,"Ptychopteridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Ptychopteridae"
"335","Hexapoda: Diptera","Nematocera: Ptychopteromorpha",NA,"Tanyderidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Tanyderidae"
"336","Hexapoda: Diptera","Nematocera: Psychodomorpha","Trichoceroidea","Anisopodidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Anisopodidae"
"337","Hexapoda: Diptera","Nematocera: Psychodomorpha","Trichoceroidea","Perissommatidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Perissommatidae"
"338","Hexapoda: Diptera","Nematocera: Psychodomorpha","Psychodoidea","Psychodidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Psychodidae"
"339","Hexapoda: Diptera","Nematocera: Psychodomorpha","Scatopsoidea","Scatopsidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Scatopsidae"
"340","Hexapoda: Diptera","Nematocera: Deuterophlebiidae","Blephariceromorpha","Deuterophlebiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Deuterophlebiidae"
"341","Hexapoda: Diptera","Nematocera: Culicomorpha","Culicoidea","Ceratopogonidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Ceratopogonidae"
"342","Hexapoda: Diptera","Nematocera: Culicomorpha","Culicoidea","Chaoboridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Chaoboridae"
"343","Hexapoda: Diptera","Nematocera: Culicomorpha","Chironomoidea","Chironomidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Chironomidae"
"344","Hexapoda: Diptera","Nematocera: Culicomorpha","Culicoidea","Corethrellidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Corethrellidae"
"345","Hexapoda: Diptera","Nematocera: Culicomorpha","Culicoidea","Culicidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Culicidae"
"346","Hexapoda: Diptera","Nematocera: Culicomorpha","Culicoidea","Dixidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Dixidae"
"347","Hexapoda: Diptera","Nematocera: Culicomorpha","Chironomoidea","Simuliidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Simuliidae"
"348","Hexapoda: Diptera","Nematocera: Culicomorpha","Chironomoidea","Thaumaleidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Thaumaleidae"
"349","Hexapoda: Diptera","Nematocera: Blephariceromorpha","Blephariceroidea","Blephariceridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Blephariceridae"
"350","Hexapoda: Diptera","Nematocera: Blephariceromorpha","Nymphomyoidea","Nymphomyiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Nymphomyiidae"
"351","Hexapoda: Diptera","Nematocera: Bibionomorpha","Bibionoidea","Bibionidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Bibionidae"
"352","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Bolitophilidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Bolitophilidae"
"353","Hexapoda: Diptera","Nematocera: Psychodomorpha","Psychodoidea","Canthyloscelididae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Canthyloscelididae"
"354","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Cecidomyiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Cecidomyiidae"
"355","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Diadocidiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Diadocidiidae"
"356","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Diastatidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Diastatidae"
"357","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Ditomyiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Ditomyiidae"
"358","Hexapoda: Diptera","Nematocera: Bibionomorpha","Bibionoidea","Hesperinidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Hesperinidae"
"359","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Keroplatidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Keroplatidae"
"360","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Mycetophilidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Mycetophilidae"
"361","Hexapoda: Diptera","Nematocera: Bibionomorpha","Sciaroidea","Sciaridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Sciaridae"
"362","Hexapoda: Diptera","Nematocera: Bibionomoprha","Pachyneuroidea","Pachyneuridae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Pachyneuridae"
"363","Hexapoda: Diptera","Nematocera: Axymyiomorpha",NA,"Axymyiidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Axymyiidae"
"364","Hexapoda: Diptera","Brachycera:Tabanomorpha","Rhagionoidea","Rhagionidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Rhagionidae"
"365","Hexapoda: Diptera","Brachycera: Tabanomorpha","Tabanoidea","Athericidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Athericidae"
"366","Hexapoda: Diptera","Brachycera: Tabanomorpha","Rhagionoidea","Austroleptidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Austroleptidae"
"367","Hexapoda: Diptera","Brachycera: Tabanomorpha","Rhagionoidea","Oreoleptidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Oreoleptidae"
"368","Hexapoda: Diptera","Brachycera: Tabanomorpha","Rhagionoidea","Spaniidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Spaniidae"
"369","Hexapoda: Diptera","Brachycera: Tabanomorpha","Rhagionoidea","Vermileonidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Vermileonidae"
"370","Hexapoda: Diptera","Brachycera: Stratiomyomorpha","Stratiomyomorpha","Pantophthalmidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Pantophthalmidae"
"371","Hexapoda: Diptera","Brachycera: Stratiomyomorpha","Stratiomyoidea","Stratiomyidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Stratiomyidae"
"372","Hexapoda: Diptera","Brachycera: Stratiomyomorpha","Stratiomyoidea","Xylomyidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Xylomyidae"
"373","Hexapoda: Diptera","Brachycera: Xylophagomorpha","Xylophagoidea","Xylophagidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Xylophagidae"
"374","Hexapoda: Diptera","Brachycera: Muscomorpha","Carnoidea","Acartophthalmidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Acartophthalmidae"
"375","Hexapoda: Diptera","Brachycera: Muscomorpha","Opomyzoidea","Agromyzidae",NA,NA,NA,NA,NA,NA,"#DIV/0!",NA,NA,NA,NA,"Agromyzidae"
